type,pos,number,fact_fragment,was_submitted
year,NNP,932,"Wildeck Castle is built by King Henry I in Zschopau, Germany.",False
year,NNP,931,"Mardavij captured and killed Asfar and in rapid succession conquered Hamadan, Dinavar and Isfahan from the governors of the caliph.",False
year,NNP,931,Ramiro II of León becomes king of Kingdom of León.,False
year,NNP,931,Eric Bloodaxe becomes the second king of Norway.,False
year,NNP,931,Pope John XI succeeds Pope Stephen VII as the 125th pope.,False
year,NNP,930,Mardavij Ibn Ziyar was sent by Asfar together with the latter's brother Shirzad to conquer the fortress of Shamiran in Tarum from the Sallarid Muhammad Ibn Musafir.,False
year,NNP,930,Emperor Suzaku ascends to the throne of Japan.,False
year,DT,930,The independent Korean island state of Usanguk becomes a protectorate of Goryeo.,False
year,NNP,937,"Magdeburg is now the capital of the Holy Roman Empire, after a Diet held by Otto I, Holy Roman Emperor.",False
year,DT,937,"The Wu State is taken from within by Li Bian, who then founds the Southern Tang Kingdom.",False
year,DT,936,"The Later Tang Dynasty falls to the Later Jin Dynasty, founded by Shi Jingtang (posthumously known as Gaozu of Later Jin) in China.",False
year,DT,936,"The Sixteen Prefectures, which includes the area around modern-day Beijing, are absorbed by the Khitan Empire.",False
year,NNP,936,"Ibn Muqlah, Islamic calligrapher, is disgraced and imprisoned in Baghdad.",False
year,NNP,936,Otto I is the first German king to be crowned in Aachen.,False
year,NNP,936,Pope Leo VII succeeds Pope John XI as the 126th pope.,False
year,DT,935,A third attempt to conquer Egypt by the Tunisia-based Shi'ite Fatimid dynasty fails.,False
year,NNP,935,"Ziri ibn Manad initiates the construction of the fortress of Ashir, near Médéa.",False
year,NNP,935,"Václav (Saint Wenceslas), Duke of the Bohemians, is murdered by his brother, Boleslav, who succeeds him.",False
year,NNP,935,"Haakon the Good, son of Harald Fairhair, once again reunites the Norwegian lands.",False
year,NNP,935,Genoa sacked by Saracens under Yakub ibn Ishaq.,False
year,NNP,935,Mardavij was murdered in Isfahan by his Turkish troops.,False
year,NNP,935,"Gyeon Hwon, the king of Hubaekje, is overthrown by his eldest son Singeom.",False
year,DT,935,The Later Shu Kingdom is founded by Meng Zhixiang in Chengdu.,False
year,NNP,935,"Ki no Tsurayuki returns to Kyoto from Tosa province, a journey that becomes the basis of the earliest surviving Japanese poetic diary, the Tosa nikki.",False
year,DT,934,The Ziyarid army occupies Ahvaz.,False
year,DT,934,The Goryeo army defeats Hubaekje forces in present-day Hongseong County.,False
year,DT,934,"The German king Henry I, the Fowler and his Christian forces defeat a heathen army under King Gnupa and conquer Hedeby.",False
year,DT,934,The Eldgjá volcanic eruption is the largest basalt flood in history.,False
year,NNP,934,Einsiedeln Abbey is founded.,False
year,IN,995,"Upon the death of Eric the Victorious, he is succeeded by his son Olof Skötkonung as the first baptized king of Sweden.",False
year,NNP,995,Basil II lifts the siege of Aleppo by mounting his entire army and transferring it across Anatolia in sixteen days.,False
year,NNP,995,Constantine III becomes king of Scotland.,False
year,NNP,995,Boleslaus II of Bohemia massacres the Slavnik's dynasty at Libice.,False
year,NNP,995,Olaf Tryggvason is crowned king of Norway and builds the country's first church.,False
year,DT,995,The Liao Dynasty sends a patent of investiture to the new Goryeo king.,False
year,NNP,994,Sweyn Forkbeard marries Sigrid the Haughty.,False
year,NNP,994,Otto III reaches his majority and begins to rule Germany in his own right.,False
year,NNP,994,"Aethelred II pays £16,000 of Danegeld to Olaf Trygvasson.",False
year,RB,997,First documented reference to the City of Gdańsk.,False
year,NNP,997,Saint Adalbert of Prague is sent to Prussia by Boleslaus I of Poland.,False
year,NNP,997,Samuil of Bulgaria is crowned Tsar by Pope Gregory V.,False
year,NNP,997,"Trondheim, Norway is founded by the king Olav Tryggvason.",False
year,NNP,996,"Pope John XV dies before being able to crown Otto III, King of Germany as Holy Roman Emperor.",False
year,NNP,996,"Emperor Otto III issues a deed to Gottschalk, Bishop of Freising, which is the oldest known document using the name Ostarrîchi (Austria in Old High German).",False
year,NNP,996,"Abu Mansoor Nizar al-Aziz Billah, fifth Fatimid Caliph in Egypt, dies and is succeeded by his son Al-Hakim bi-Amr Allah.",False
year,DT,996,The Niujie Mosque is constructed in Beijing.,False
year,NNP,996,Pope Gregory V succeeds Pope John XV as the 138th pope.,False
year,NNP,991,Sweyn I of Denmark recovers his throne.,False
year,DT,990,"The city of Lund, Denmark (now Sweden) is founded.",False
year,DT,990,"The Pax Ecclesiae, an edict by the church in southern France attempting to outlaw acts of war against non-combatants and the clergy, is promulgated.",False
year,NNP,993,Saint Ulrich of Augsburg is canonized.,False
year,DT,992,The Ghana Empire captures the Berber town of Awdaghost.,False
year,NNP,992,Boleslaus I becomes Duke of Poland.,False
year,NNP,999,Silesia is incorporated into territory ruled by Boleslaus I of Poland.,False
year,DT,999,The Orsay commune is founded.,False
year,DT,999,The Samanid Dynasty ends with the invasion of the Karakhanids from north of the river Sir-Darya.,False
year,NNP,999,Gerbert of Aurillac becomes Pope Silvester II and succeeds Pope Gregory V as the 139th pope.,False
year,NNP,999,Sigmundur Brestisson introduces Christianity in the Faroe Islands.,False
year,NNP,998,"Otto III retakes the city of Rome and reinstates his cousin, Pope Gregory V, after mutilating and blinding his rival, Antipope John XVI.",False
year,NNP,998,"St. Volodimir of Rus founds (or, according to some documents, gives his name to) the city of Volodimir of Wolyn, future capital of the kingdom of Ruthenia Minor (Halych-Wolyn Rus).",False
year,DT,998,A Benedictine abbey is founded at Sherborne.,False
year,NNP,998,"St. Volodimir, Prince of Kiev Rus (modern Ukraine, Russia and Belarus), baptizes his country.",False
year,NNP,928,"Dao Kang Di succeeds Gong Hui Di and is followed in the same year by Tai Zu, all of the Dali Gu Dynasty in southeast China.",False
year,NNP,928,"Jayavarman IV succeeds Isanavarman II in the Khmer Empire, and moves the capital north from Angkor to Koh Ker.",False
year,NNP,928,Henry the Fowler conquers Brandenburg from the Slavs.,False
year,NNP,928,"Marozia and Guy of Tuscany seize power in Rome, imprisoning and then killing Pope John X.",False
year,NNP,928,Tryphon succeeds Stephanus II as Patriarch of Constantinople.,False
year,NNP,928,Pope Leo VI succeeds Pope John X as the 123rd pope.,False
year,NNP,928,Pope Stephen VII succeeds Pope Leo VI as the 124th pope.,False
year,NNP,929,"Mpu Sindok, ruler of the Mataram Kingdom, moves his court from Central Java to East Java in Indonesia.",False
year,NNP,929,Emir Abd-ar-Rahman III of Cordoba creates the Caliphate of Cordoba to compete with his Fatimid rivals who had assumed the title in 910.,False
year,NNP,929,Pope Stephen VII succeeds Pope Leo VI.,False
year,DT,920,The golden age of the Ghana Empire begins in Africa.,False
year,DT,920,The Icelandic volcano Katla erupts.,False
year,DT,920,The Saxons retake East Anglia from the Danes.,False
year,DT,920,"The Welsh ruler Hywel Dda (""Hywel the Good"") merges Dyfed and Seisyllwg, establishing a new kingdom known as Deheubarth.",False
year,NNP,920,"Abaoji orders the adoption of a written script by the Khitan, resulting in the creation of Khitan ""Large Script.",False
year,DT,921,"The Fatimids create a new capital in Ifriqiya, Mahdiya.",False
year,NNP,921,"Ahmad ibn Fadlan is sent from Baghdad to the king of the Volga Bulgars, on behalf of the Abbasid Caliph al-Muqtadir.",False
year,DT,921,"The Later Liang Dynasty of China reports that all ""barbarian"" tribes have been pacified by the Khitan.",False
year,NNP,921,Henry the Fowler invades Bavaria and obtains fealty from Arnulf the Bad.,False
year,DT,922,"The Khitan Empire, led by Abaoji, raids Hebei, China.",False
year,NNP,923,Topiltzin Ce Acatl Quetzalcoatl becomes ruler of the Toltecs (approximate date).,False
year,DT,923,The Later Liang Dynasty falls to the Later Tang Dynasty (founded by Li Cunxu) in China.,False
year,NNP,924,"Emperor Taizu of Liao leads another campaign to the west, reaching the former Uyghur capital on the Orkhon River.",False
year,NNP,924,Goryeo sends a second mission to Abaoji of the Khitan.,False
year,DT,924,The Nanping State is founded by Gao Jichang in central China.,False
year,DT,924,The Qi State in northwest China falls to the Later Tang Dynasty.,False
year,NNP,924,"Battle of Sevan, Armenians force back Arab invaders.",False
year,NNP,925,Alfonso IV the Monk becomes king of Leon.,False
year,NNP,925,"Tomislav, duke of the Croatian duchies of Pannonia and Dalmatia, is supposedly crowned as King of Croatia.",False
year,NNP,925,Simeon I of Bulgaria proclaims himself emperor of all Bulgarians and Greeks.,False
year,DT,925,The Former Shu Kingdom surrenders when invaded by the Later Tang Kingdom.,False
year,DT,925,"A visiting Uyghur delegation spurs the development of Khitan Small Script, based on alphabetic principles.",False
year,NNP,926,Balhae is conquered by the Khitan.,False
year,DT,926,An historic meeting takes place between Later Tang Dynasty envoy Yao Kun and Abaoji of the Khitan Empire.,False
year,DT,927,The Chu State is founded by Ma Yin.,False
year,NNP,927,Hubaekje and Goryeo forces fight near Daegu; the Goryeo army is routed.,False
year,NNP,927,"Peter I succeeds Simeon the Great on the throne of Bulgaria, and is recognised as Tsar by the Byzantine Empire.",False
year,DT,927,"The ancient city of Taranto, in southern Italy, is destroyed by the Saracens.",False
year,DT,927,The Bulgarian Orthodox Church is recognised as autocephalous by the Patriarchate of Constantinople.,False
year,DT,988,The offensive of al-Mansur against the Christian kingdoms continues.,False
year,NNP,988,"Dublin, Ireland is founded.",False
year,DT,988,"The city of Odense, Denmark is founded.",False
year,NNP,988,Kievan Rus' accepts Christianity.,False
year,NNP,988,Rus'–Byzantine War.,False
year,DT,988,The Liao Dynasty adopts civil service examinations in the Southern Chancellery based on Tang Dynasty models.,False
year,NNP,988,Abbo becomes abbot at Fleury.,False
year,NNP,989,Sankore University is founded in Timbuktu.,False
year,NNP,989,Halley's Comet is at perihelion.,False
year,NNP,982,Greenland is discovered by Erik the Red (the first known European contact with North America).,False
year,DT,982,The Kalbids troops of the emir of Sicily defeat the imperial German army of Otto II near Crotone.,False
year,NNP,982,Yelu Longxu becomes the sixth emperor of the Liao Dynasty.,False
year,DT,982,"The Buyid ruler, 'Adud al-Dawla, establishes what was soon to become the most important hospital of Bagdad.",False
year,NNP,982,Adalbert becomes Bishop of Prague.,False
year,NN,983,"Wood carvers commissioned by China's Song Dynasty complete a carving of the entire Buddhist canon for printing (130,000 total blocks are produced).",False
year,DT,983,The reign of Amir Adhad ad-Dowleh of Buwayhid ends.,False
year,NNP,983,Sharaf ad-Dawla becomes Amir Buwayhid.,False
year,DT,983,The Khazar Empire ends.,False
year,NN,983,Emperor Shengzong leads a Liao Dynasty expeditionary force against the Zubu.,False
year,NNP,983,Otto III becomes King of Germany following the death of Otto II.,False
year,NNP,983,Pope John XIV succeeds Pope Benedict VII as the 136th pope.,False
year,NNP,980,Otto II renounces his claim to Lorraine.,False
year,DT,980,The Viking ring castle of Trelleborg is constructed in Denmark.,False
year,NNP,980,Vladimir I of Kiev starts to rule in Russia.,False
year,NNP,980,Kamboja rule in Bengal is deposed by resurgent Palas.,False
year,DT,980,"The Zanj Empire is founded by Ali ibn Hasan, succeeding the Kilwa Empire.",False
year,NN,980,Topiltzin starts to rule (approximate date).,False
year,NNP,980,"Tula, Hidalgo becomes the Toltec capital.",False
year,DT,981,The Viking explorer Eric the Red-haired leaves Norway to survey west of Iceland.,False
year,DT,981,"The de facto ruler of al-Andalus, al-Mansur, conquers and razes to the ground the city of Zamora, as part of his effort to seize the Christian-dominated north of the Iberian Peninsula.",False
year,DT,981,"The first ever Mahamasthakabhisheka ceremony of the sacred 57 feet (17 m) high monolithic statue of Lord Bahubali, is performed.",False
year,DT,981,The Gommateshwara statue is built by Chavundaraya of the Western Ganga Dynasty in India.,False
year,DT,981,The Bulgarians invade the Byzantine Empire.,False
year,DT,981,The first commercially made soap for shaving sells for 3 dirhams (0.3 dinars).,False
year,NNP,986,Louis V becomes King of the Franks.,False
year,DT,986,"The de facto ruler of al-Andalus, al-Mansur, continues his effort in the north of the Iberian peninsula, he takes and sacks Coimbra (following this episod the city is said to have remained deserted for six years).",False
